Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785953802,20,,Aggregated,31.200000,0.000000,27,32,36,39,48,61,75,87,160,170,170,4425,0,27,31.127750090398116,14.864167000268935,165.1162079997448,1195.565197740113
1785953803,20,,Aggregated,31.300000,0.000000,27,32,36,39,49,62,75,87,160,170,170,4455,0,27,31.135096705277274,14.864167000268935,165.1162079997448,1195.6022446689112
1785953804,20,,Aggregated,31.300000,0.000000,27,32,36,39,48,61,75,87,160,170,170,4488,0,27,31.07812466288146,14.864167000268935,165.1162079997448,1195.5969251336899
1785953805,20,,Aggregated,31.400000,0.000000,27,32,36,39,48,61,75,86,160,170,170,4522,0,27,31.049831551750568,14.864167000268935,165.1162079997448,1195.563688633348
1785953806,20,,Aggregated,31.300000,0.000000,27,32,36,39,48,62,75,86,160,170,170,4554,0,27,31.070356249015557,14.864167000268935,165.1162079997448,1195.5177865612648
1785953807,20,,Aggregated,31.100000,0.000000,27,32,36,39,48,61,75,86,160,170,170,4586,0,27,31.06814019603545,14.864167000268935,165.1162079997448,1195.5150457915395
1785953808,20,,Aggregated,31.800000,0.000000,27,32,36,39,49,63,76,89,160,170,170,4613,0,27,31.158676272494134,14.864167000268935,165.1162079997448,1195.453500975504
1785953809,20,,Aggregated,31.000000,0.000000,27,32,36,39,49,63,76,89,160,170,170,4647,0,27,31.164534282766287,14.864167000268935,165.1162079997448,1195.47213255864
1785953810,20,,Aggregated,31.400000,0.000000,27,32,36,39,49,63,75,89,160,170,170,4679,0,27,31.148581012612784,14.864167000268935,165.1162079997448,1195.4902756999359
1785953811,20,,Aggregated,31.800000,0.000000,27,32,36,39,49,62,75,89,160,170,170,4707,0,27,31.113978049928804,14.864167000268935,165.1162079997448,1195.4756745272998
1785953812,20,,Aggregated,31.600000,0.000000,27,32,36,39,48,62,75,89,160,170,170,4743,0,27,31.078436671940157,14.864167000268935,165.1162079997448,1195.537212734556
1785953813,20,,Aggregated,31.700000,0.000000,27,32,36,39,48,62,75,89,160,170,170,4772,0,27,31.0702383541517,14.864167000268935,165.1162079997448,1195.5324811399832
1785953814,20,,Aggregated,32.000000,0.000000,27,32,36,39,49,63,76,93,160,170,170,4806,0,27,31.18680278256624,14.864167000268935,165.1162079997448,1195.5518102372034
1785953815,20,,Aggregated,31.900000,0.000000,27,32,36,39,49,63,76,93,160,170,170,4835,0,27,31.171707145193825,14.864167000268935,165.1162079997448,1195.556359875905
1785953816,20,,Aggregated,31.600000,0.000000,27,32,36,39,49,62,76,93,160,170,170,4869,0,27,31.16353605525036,14.864167000268935,165.1162079997448,1195.55966317519
1785953817,20,,Aggregated,31.600000,0.000000,27,32,36,39,49,62,76,92,160,170,170,4901,0,27,31.14453268272045,14.864167000268935,165.1162079997448,1195.5362170985513
1785953818,20,,Aggregated,31.500000,0.000000,27,32,36,39,49,62,76,92,160,170,170,4937,0,27,31.13205935041721,14.864167000268935,165.1162079997448,1195.512862061981
1785953819,20,,Aggregated,31.800000,0.000000,27,32,36,39,49,62,76,92,160,170,170,4967,0,27,31.121807213611973,14.864167000268935,165.1162079997448,1195.5498288705455
1785953820,20,,Aggregated,31.700000,0.000000,27,32,36,39,49,62,76,92,160,170,170,4996,0,27,31.117312911931837,14.864167000268935,165.1162079997448,1195.5726581265012
1785953821,20,,Aggregated,31.800000,0.000000,27,32,36,39,49,61,76,92,160,170,170,5030,0,27,31.126086136582575,14.864167000268935,165.1162079997448,1195.631013916501
1785953822,20,,Aggregated,32.100000,0.000000,27,32,36,39,49,61,76,92,160,170,170,5062,0,27,31.161737080602762,14.864167000268935,165.1162079997448,1195.6436191228763
1785953823,20,,Aggregated,32.400000,0.000000,27,32,36,39,49,61,76,92,160,170,170,5095,0,27,31.17441327556737,14.864167000268935,165.1162079997448,1195.6647693817467
1785953824,20,,Aggregated,31.700000,0.000000,27,32,36,39,49,61,75,91,160,170,170,5127,0,27,31.146057274433225,14.864167000268935,165.1162079997448,1195.6469670372537
1785953825,20,,Aggregated,31.800000,0.000000,27,32,36,39,48,61,75,91,160,170,170,5156,0,27,31.115821652836015,14.864167000268935,165.1162079997448,1195.6532195500388
1785953826,20,,Aggregated,31.700000,0.000000,27,32,36,39,48,61,75,91,160,170,170,5186,0,27,31.104962146359664,14.864167000268935,165.1162079997448,1195.653104512148
1785953827,20,,Aggregated,31.900000,0.000000,27,32,36,39,48,61,75,91,160,170,170,5219,0,27,31.09067346561019,14.864167000268935,165.1162079997448,1195.675033531328
1785953828,20,,Aggregated,31.700000,0.000000,27,32,36,39,48,61,75,91,160,170,170,5246,0,27,31.04704184579124,14.864167000268935,165.1162079997448,1195.7167365611895
1785953829,20,,Aggregated,31.600000,0.000000,27,32,36,39,48,61,75,91,160,170,170,5281,0,27,31.094898650259104,14.864167000268935,165.1162079997448,1195.7135012308274
1785953830,20,,Aggregated,31.700000,0.000000,27,32,36,39,48,61,75,90,160,170,170,5316,0,27,31.079883446015852,14.864167000268935,165.1162079997448,1195.768246802107
1785953831,20,,Aggregated,31.600000,0.000000,27,32,36,39,49,61,75,90,160,170,170,5347,0,27,31.10209621096283,14.864167000268935,165.1162079997448,1195.74733495418
1785953832,20,,Aggregated,31.100000,0.000000,27,32,36,39,49,61,75,90,160,170,170,5379,0,27,31.09899698382937,14.864167000268935,165.1162079997448,1195.801078267336
1785953833,20,,Aggregated,30.800000,0.000000,27,32,36,39,49,60,75,90,160,170,170,5407,0,27,31.114367953767015,14.864167000268935,165.1162079997448,1195.7704827076013
1785953834,20,,Aggregated,31.700000,0.000000,27,32,36,39,49,60,75,90,160,170,170,5444,0,27,31.113970255329757,14.864167000268935,165.1162079997448,1195.7266715650258
1785953835,20,,Aggregated,31.300000,0.000000,27,32,36,39,48,60,75,90,160,170,170,5475,0,27,31.103747440367762,14.864167000268935,165.1162079997448,1195.6816438356163
1785953836,20,,Aggregated,31.800000,0.000000,27,32,36,39,48,60,75,89,160,170,170,5508,0,27,31.070604201527413,14.864167000268935,165.1162079997448,1195.6911764705883
1785953837,20,,Aggregated,31.700000,0.000000,27,32,36,39,48,60,75,89,160,170,170,5541,0,27,31.04796765457727,14.864167000268935,165.1162079997448,1195.6545749864645
1785953838,20,,Aggregated,32.100000,0.000000,27,32,36,39,48,60,75,89,160,170,170,5578,0,27,31.05569718555281,14.864167000268935,165.1162079997448,1195.6608103262818
1785953839,20,,Aggregated,32.600000,0.000000,27,32,36,39,48,60,75,89,160,170,170,5602,0,27,31.03809973117018,14.864167000268935,165.1162079997448,1195.704748304177
